Id,CanonicalItem,Aliases,CuFtS,CuFtM,CuFtL,WeightSLb,WeightMLb,WeightLLb,TwoPersonFlag,StackableFlag,StackableSavingsPct,FitsElevatorHint,BaseTimeSMin,BaseTimeMMin,BaseTimeLMin,DisassemblyAdderSMin,DisassemblyAdderMMin,DisassemblyAdderLMin,BulkyAdderSMin,BulkyAdderMMin,BulkyAdderLMin,HeavyAdderSMin,HeavyAdderMMin,HeavyAdderLMin,StairsAdderPerFlightSMin,StairsAdderPerFlightMMin,StairsAdderPerFlightLMin,ElevatorAdderPerRideSMin,ElevatorAdderPerRideMMin,ElevatorAdderPerRideLMin,UnloadMultiplierMainFloor,UnloadMultiplierElevator,UnloadMultiplierStairs,ClassificationLogicNotes,CreatedAt,UpdatedAt
445,small floating nightstand,"small nightstand, floating shelf, bedside table small",3,4,5,10,15,20,No,Yes,15,yes,3,4,5,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0.5,1,0.85,0.95,1.05,"Small, light item, often boxed and stackable.",08:20.9,08:20.9
446,round vanity mirror,"vanity mirror, bathroom mirror, circular mirror",2,4,6,15,20,30,Yes,No,0,depends,5,6,8,0,0,0,2,4,6,0,0,0,0.5,1,2,0.5,1,1.5,0.95,1.05,1.15,"Fragile, round shape can be awkward, requires careful handling.",08:20.9,08:20.9
447,tall wardrobe cabinet,"wardrobe, tall closet, armoire",30,50,70,100,150,200,Yes,No,0,depends,10,15,20,5,10,15,5,8,12,0,5,10,2,3,4,1,2,3,0.95,1.05,1.2,"Tall, heavy, often requires two people, may not fit elevators.",08:20.9,08:20.9
448,medium area rug,"area rug, rug, carpet medium",5,10,15,20,30,40,No,Yes,20,yes,4,5,6,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0,0.5,1,0.85,0.95,1.05,"Soft good, can be rolled, easy to move.",08:20.9,08:20.9
449,small wall lamp,"wall light, sconce, small lamp",1,1.5,2,3,5,8,No,Yes,10,yes,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.85,0.95,1.05,"Very small, light item, often boxed.",08:20.9,08:20.9
450,ergonomic office chair,"office chair, desk chair",8,10,12,40,55,70,No,No,0,yes,6,8,10,0,0,0,2,4,6,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Mapped to chair archetype, adjusted for ergonomics/bulk.",56:02.1,56:02.1
451,blue armchair,"armchair, single sofa, accent chair",8,12,18,50,60,70,Yes,No,0,depends,6,8,12,0,0,0,4,6,8,0,0,0,1,2,3,1,1,2,0.9,1,1.1,"Armchair, similar to a medium chair, bulky due to shape.",28:06.3,28:06.3
452,round coffee table,"coffee table, round table, living room table",8,12,18,40,50,60,Yes,No,0,depends,6,8,12,4,6,8,4,6,8,0,0,0,1,2,3,1,1,2,0.9,1,1.1,"Coffee table, can be bulky due to round shape, legs often removable.",28:06.3,28:06.3
453,table lamp,"lamp, desk lamp, bedside lamp",1,2,3,5,5,10,No,No,0,yes,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,1,1.05,"Small, fragile item. Minimal handling time.",28:06.3,28:06.3
454,wall clock,"clock, decorative clock",0.5,1,2,5,5,5,No,No,0,yes,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,1,1.05,"Very small, flat, often fragile item. Minimal handling time.",28:06.3,28:06.3
455,yellow armchair,"armchair, single sofa, accent chair",8,12,18,50,60,70,Yes,No,0,depends,6,8,12,0,0,0,4,6,8,0,0,0,1,2,3,1,1,2,0.9,1,1.1,"Armchair, similar to a medium chair, bulky due to shape.",28:06.3,28:06.3
456,2 drawer nightstand,"nightstand, bedside table, small dresser",6,10,15,35,40,50,Yes,No,0,depends,6,8,12,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0.9,1,1.1,Small dresser/nightstand. Drawers are usually fixed.,28:06.3,28:06.3
457,framed artwork,"picture, painting, wall art",1,3,8,10,15,30,Yes,No,0,depends,3,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.95,1,1.05,"Flat, fragile item. Size varies greatly, larger sizes may need two people.",28:06.3,28:06.3
458,yellow chaise lounge,"chaise, lounge chair, daybed",15,25,40,70,80,100,Yes,No,0,depends,10,12,16,0,0,0,6,8,10,0,0,0,2,3,4,1,2,3,0.9,1,1.15,"Large, long, and often awkward furniture item. Requires two people.",28:06.3,28:06.3
459,small blue armchair,"small armchair, compact chair, accent chair",6,10,15,40,50,60,Yes,No,0,depends,5,7,10,0,0,0,3,5,7,0,0,0,1,1,2,1,1,1,0.9,1,1.1,"Smaller armchair, still bulky due to shape. May need two people for M/L.",28:06.3,28:06.3
460,marble coffee table,"coffee table marble, living room table",10.2,12.75,17,155,180,205,Yes,No,0,yes,8,10,12,0,2,5,3,5,7,10,10,10,2,3,4,1,2,3,0.9,1,1.15,"Heavy, fragile item. Volume similar to small dresser. Marble adds significant weight.",57:23.1,57:23.1
461,2 drawer dresser,"two drawer dresser, small dresser, nightstand with drawers",8.7,10.2,11.7,50,60,70,No,No,0,yes,6,8,10,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Small dresser, 2 drawers. Volume similar to small dresser archetype.",57:23.1,57:23.1
462,small table lamp,"bedside lamp, desk lamp",0.5,0.6,0.7,5,5,5,No,No,0,yes,3,3,4,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.9,1,1.05,"Small, fragile item. Volume similar to a small box.",57:23.1,57:23.1
463,tall floor lamp,"standing lamp, floor lamp",1.5,1.8,2.1,15,15,20,No,No,0,yes,4,5,6,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.05,"Tall, slender, fragile item. Volume similar to a small TV.",57:23.1,57:23.1
464,media cabinet,"tv stand, entertainment center, console table",14.5,17,19.5,70,80,90,Yes,No,0,depends,7,9,11,0,2,5,0,3,5,0,0,0,1,2,3,1,1,2,0.9,1,1.1,Cabinet for media. Volume and weight similar to a medium dresser. L size can be bulky.,57:23.1,57:23.1
465,decorative wall clock,"wall clock, large clock",1,1.2,1.4,5,10,15,No,No,0,yes,3,4,5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.9,1,1.05,Fragile wall decor. Volume similar to a small framed picture.,57:23.1,57:23.1
466,blue accent chair,"accent chair, chair",8,10,14,40,45,55,Yes,No,0,yes,6,8,12,0,0,0,0,0,0,0,0,0,1,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Mapped to chair archetype, adjusted for accent chair size/weight.",59:36.5,59:36.5
467,medium framed artwork,"artwork, picture, painting",8,8,8,95,95,95,Yes,No,0,yes,8,8,8,0,0,0,4,4,4,0,0,0,1.5,1.5,1.5,1,1,1,0.9,1,1.1,"Medium artwork, fragile, often handled by one person.",01:07.1,01:07.1
468,small framed artwork,"small artwork, small picture, small painting",4,4,4,50,50,50,No,No,0,yes,5,5,5,0,0,0,2,2,2,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.9,1,1.1,"Small artwork, fragile, easily handled by one person.",01:07.1,01:07.1
469,oval coffee table,"coffee table oval, table coffee oval",10,12,15,35,45,55,Yes,No,0,yes,6,8,10,4,6,8,3,4,5,0,5,10,1,2,3,1,1,2,0.9,1,1.1,"Oval coffee table, estimated based on typical coffee table dimensions.",06:44.5,06:44.5
470,patterned area rug,"rug area patterned, carpet area patterned",5,10,20,20,30,40,Yes,Yes,20,yes,4,6,8,0,0,0,0,0,0,0,0,0,0.5,1,2,0.5,1,1.5,0.85,0.95,1.05,"Area rug, volume and weight based on rolled dimensions.",06:44.5,06:44.5
471,sunburst wall decor,"wall decor sunburst, decor wall sunburst, sunburst art",1,2,4,5,10,15,Yes,No,0,yes,3,4,6,0,0,0,2,3,4,0,0,0,0.5,1,1.5,0.5,0.5,1,0.95,1.05,1.15,"Wall decor, estimated for fragile and awkward shape.",06:44.5,06:44.5
472,blue tufted armchair,"armchair, upholstered chair, accent chair",8,10,12,40,50,60,Yes,No,0,yes,6,8,10,0,0,0,3,4,5,0,0,0,1,1.5,2,0.5,1,1.5,0.9,1,1.1,"Armchair, upholstered, single piece.",11:18.4,11:18.4
473,sunburst wall clock,"wall clock, decorative clock",0.5,1,2,5,10,15,No,No,0,yes,3,4,5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.9,1,1.1,"Small, fragile wall decor item.",11:18.4,11:18.4
474,low media cabinet,"tv stand, entertainment unit, media console",15,20,30,65,80,100,Yes,No,0,depends,8,10,14,3,5,7,3,4,5,0,0,0,1.5,2,3,1,1.5,2,0.9,1,1.1,"Cabinet, likely composite wood, may have shelves/doors.",11:18.4,11:18.4
475,large bookshelf,"bookshelf large, bookcase large",15,25,45,100,120,140,Yes,No,0,depends,10,12,14,0,0,0,5,6,7,0,0,0,1,2,3,1,2,3,0.9,1,1.1,"Large item, tall and potentially heavy. Similar to a dresser.",26:06.9,26:06.9
476,media console cabinet,"tv stand cabinet, entertainment center cabinet, media unit",17,20,23,70,80,90,Yes,No,0,yes,7,8,9,1,2,3,3,4,5,0,0,0,0,1,2,0,1,1,0.9,1,1.1,"Cabinet for media, typically wide and shallow. Similar to a small dresser.",26:06.9,26:06.9
477,large coffee table,"coffee table large, big coffee table",12,18,25,55,70,90,Yes,No,0,depends,7,10,14,3,5,7,4,6,8,0,0,10,1,2,3,1,1,2,0.9,1,1.1,"Large, often heavy coffee table, may require two people.",28:20.3,28:20.3
478,large wall clock,"big wall clock, oversized clock",3,5,7,8,15,25,Yes,No,0,yes,3,5,7,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1,0.95,1.05,1.15,"Large, flat, often fragile wall clock.",28:20.3,28:20.3
479,set of framed artwork,"framed art set, multiple framed pictures",7,10,14,20,30,50,Yes,No,0,yes,5,8,12,0,0,0,0,0,0,0,0,0,1,1.5,2,1,1,1.5,0.95,1.05,1.15,"Multiple pieces of framed artwork, often fragile.",28:20.3,28:20.3
480,tall white bookshelf,"bookshelf, tall bookshelf, white bookshelf, bookcase",26,30,35,85,100,115,Yes,No,0,depends,8,10,12,0,0,0,0,0,0,0,0,0,1,2,3,1,2,3,0.9,1,1.1,"Tall item, often requires two people. Volume and weight based on typical bookshelf.",28:31.9,28:31.9
481,blue upholstered armchair,"armchair, upholstered chair, blue chair",9,10,12,45,50,60,Yes,No,0,yes,6,8,10,0,0,0,0,4,6,0,0,0,0,1,2,0,1,2,0.9,1,1.1,"Upholstered armchair, slightly bulky. Often easier with two people.",28:31.9,28:31.9
482,yellow upholstered armchair,"armchair, upholstered chair, yellow chair",9,10,12,45,50,60,Yes,No,0,yes,6,8,10,0,0,0,0,4,6,0,0,0,0,1,2,0,1,2,0.9,1,1.1,"Upholstered armchair, slightly bulky. Often easier with two people.",28:31.9,28:31.9
483,gold floor lamp,"floor lamp, lamp, standing lamp, gold lamp",3,3,3,10,10,10,No,No,0,yes,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,1.05,1.15,"Light, fragile item. No significant size variation for S/M/L.",28:31.9,28:31.9
484,white media cabinet,"media console, tv stand, entertainment center, white cabinet",13,15,17,60,70,80,Yes,No,0,yes,6,8,10,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0.9,1,1.1,"Cabinet item, often has shelves/doors. Requires two people for M/L sizes.",28:31.9,28:31.9
485,sunburst wall mirror,"wall mirror, decorative mirror, sunburst mirror, mirror",3,4,5,20,20,25,Yes,No,0,yes,4,6,8,0,0,0,0,4,6,0,0,0,0,1,2,0,1,2,0.95,1.05,1.15,"Fragile, awkward shape. Requires careful handling and often two people.",28:31.9,28:31.9
486,medium dining bench,"dining bench, bench",12,15,18,50,60,70,Yes,No,0,depends,6,8,10,0,0,0,0,0,0,0,0,0,0.5,1.5,2.5,0.5,1.5,2.5,0.9,1,1.1,"New item, estimated based on small sofa/large chair archetype.",36:31.2,36:31.2
487,medium tufted sofa,"tufted sofa, sofa, couch",50,60,70,130,150,170,Yes,No,0,depends,12,15,18,0,0,0,8,8,8,0,5,5,2,3,4,1.5,2.5,3,0.95,1.05,1.15,"New item, estimated based on sofa archetype, adjusted for tufted design.",36:31.2,36:31.2
488,tall display cabinet,"display cabinet, glass cabinet, curio cabinet",25,30,35,85,100,115,Yes,No,0,depends,10,12,15,5,5,5,5,5,5,0,0,0,1.5,2.5,3.5,1,2,2.5,0.95,1.05,1.15,"New item, estimated based on tall cabinet archetype, adjusted for fragility.",36:31.2,36:31.2
489,medium tv,"tv, television",3,6,10,20,30,40,Yes,No,0,yes,4,6,8,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"New item, estimated based on TV archetype.",36:31.2,36:31.2
490,dining bench,"bench, kitchen bench",8,12,18,50,60,70,Yes,No,0,yes,5,8,12,0,0,0,3,5,7,0,0,0,0.5,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Dining bench, similar to a small sofa or large chair.",38:08.0,38:08.0
491,display cabinet,"curio cabinet, glass cabinet, china cabinet",15,30,50,85,100,120,Yes,No,0,depends,8,12,16,0,3,5,5,8,10,0,10,15,1,2,3.5,1,1.5,2.5,0.95,1.05,1.15,"Cabinet with glass, similar to a dresser, often fragile.",38:08.0,38:08.0
492,round marble coffee table,"marble coffee table, round coffee table, coffee table",10,15,22,120,200,300,Yes,No,0,yes,6,10,15,0,0,0,0,4,8,5,10,15,1,2,4,1,2,3,0.95,1.05,1.2,"Heavy, fragile marble top. Round shape can be bulky.",41:38.6,41:38.6
493,blue 3 seat sofa,"3 seat sofa, three seat sofa, sofa, couch",60,80,100,120,180,250,Yes,No,0,depends,10,15,18,5,8,10,8,10,10,0,5,10,2,3,4,1,2,3,1,1.05,1.15,"Large, bulky item. Legs may be removable. Often requires two people.",41:38.6,41:38.6
494,gold table lamp,"table lamp, lamp",1,2,3,5,10,15,No,Yes,20,yes,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.95,1.05,"Small, fragile item. Often packed in a box.",41:38.6,41:38.6
495,gold wall clock,"wall clock, clock",0.5,1,1.5,2,5,8,No,Yes,20,yes,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.95,1.05,"Very small, light, potentially fragile item.",41:38.6,41:38.6
496,black 2 drawer dresser,"2 drawer dresser, two drawer dresser, dresser, chest of drawers",10,15,20,60,90,120,Yes,No,0,yes,8,12,15,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,0.9,1,1.1,Solid furniture item. Drawers should be secured.,41:38.6,41:38.6
497,white media console,"media console, tv stand, entertainment center",15,25,35,70,110,150,Yes,No,0,yes,10,14,18,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,0.9,1,1.1,Solid furniture item. May have shelves or doors.,41:38.6,41:38.6
498,gold candle holders,"candle holders, candlesticks",0.5,1,1.5,2,5,8,No,Yes,20,yes,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.95,1.05,"Very small, light, potentially fragile decorative items.",41:38.6,41:38.6
499,modern table lamp,"table lamp, desk lamp, small lamp",1,2,3,5,10,15,No,No,0,yes,3,4,5,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0.5,1,0.9,1,1.1,"Small, fragile, easily moved.",43:28.8,43:28.8
500,arching floor lamp,"floor lamp, tall lamp, arc lamp",3,5,8,15,25,35,Yes,No,0,depends,5,7,10,0,0,0,4,6,8,0,0,0,1,1.5,2.5,1,1.5,2,0.95,1.05,1.15,"Tall and awkward, requires care.",43:28.8,43:28.8
501,3 seat blue sofa,"three seat sofa, large sofa, couch",60,75,90,120,150,180,Yes,No,0,depends,12,15,18,0,0,0,6,8,10,0,5,10,2,3,4,2,2.5,3,0.95,1.05,1.2,"Very large and heavy, requires two people.",43:28.8,43:28.8
502,rounded blue armchair,"armchair, accent chair, single sofa",8,10,12,30,40,50,Yes,No,0,yes,6,8,10,0,0,0,4,6,8,0,0,0,1,1.5,2,1,1.5,2,0.9,1,1.1,"Bulky, but generally fits through doorways and elevators.",43:28.8,43:28.8
503,large tufted sofa,"large couch, oversized sofa, tufted couch",82,94,106,180,220,260,Yes,No,0,depends,12,15,18,0,0,0,6,8,10,8,10,12,3,4,5,2,2,3,0.9,1,1.15,"Large, heavy, bulky sofa. Requires two movers. May not fit elevators.",45:19.9,45:19.9
504,large wooden dining table,"large dining table, wooden table, kitchen table",41,47,53,180,220,260,Yes,No,0,depends,10,12,15,8,10,12,5,7,9,8,10,12,3,4,5,2,2,3,0.9,1,1.15,"Large, heavy wooden dining table. Often requires leg disassembly. Two movers.",45:19.9,45:19.9
505,tufted dining chair,"dining chair, kitchen chair, padded chair",7,9,12,20,30,40,No,No,0,yes,4,6,8,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1,0.95,1,1.1,"Standard dining chair, single mover.",45:19.9,45:19.9
506,small dining bench,"small bench, kitchen bench, entryway bench",14,18,21,40,55,70,No,No,0,yes,6,8,10,0,0,0,0,0,0,0,0,0,1,1.5,2,1,1,1.5,0.95,1,1.1,"Small dining bench, single mover.",45:19.9,45:19.9
507,medium flat screen tv,"medium tv, flat screen television, television",5,8,11,30,45,60,No,No,0,yes,5,7,9,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1,0.95,1.05,1.15,"Medium flat screen TV, fragile. Single mover.",45:19.9,45:19.9
508,medium dining chair,"dining chair, kitchen chair, chair",7,8,9,15,15,20,No,Yes,15,yes,4,6,8,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1,0.9,1,1.1,"Mapped to chair archetype, adjusted for size and stackability.",45:33.1,45:33.1
509,medium wall mounted tv,"tv, television, flat screen tv",5,6,7,35,40,45,Yes,No,0,yes,6,8,12,0,0,0,4,4,4,0,0,0,1,1.5,2,1,1,1.5,0.95,1,1.15,"Mapped to TV archetype, adjusted for fragility and two-person handling.",45:33.1,45:33.1
510,marble top coffee table,"coffee table marble, marble coffee table",15,18,21,100,120,140,Yes,No,0,yes,8,10,12,3,5,7,3,5,7,8,10,12,1.5,2.5,3.5,0.5,1.5,2.5,0.9,1,1.15,"Heavy, fragile marble top coffee table.",29:44.4,29:44.4
511,geometric area rug,"area rug geometric, rug geometric, rug",7.5,9,10.5,50,60,70,Yes,Yes,20,yes,5,7,9,0,0,0,3,5,7,0,0,0,0.5,1.5,2.5,0,0.5,1,0.9,1,1.1,"Soft good, rolled area rug, can be bulky.",29:44.4,29:44.4
512,tall open bookshelf,"bookshelf tall open, open bookshelf tall, tall bookshelf",25,35,45,85,100,115,Yes,No,0,depends,6,9,12,0,0,0,4,6,8,0,0,0,1,2,3,1,1.5,2,0.9,1,1.1,"Tall open bookshelf, similar to large dresser, awkward due to height.",31:32.2,31:32.2
513,2 drawer cabinet,,8,12,16,255,300,345,Yes,No,0,yes,5,8,12,0,0,0,0,0,0,10,10,15,1,1.5,2,1,1.5,2,0.9,1,1.1,"Small cabinet, similar to nightstand, 2 drawers.",32:58.8,32:58.8
514,blue rounded armchair,,6,9,12,115,135,155,Yes,No,0,yes,5,8,12,0,0,0,4,4,4,0,0,5,1,1.5,2,1,1.5,2,0.9,1,1.1,"Armchair, slightly bulky due to rounded design.",32:58.8,32:58.8
515,large media console,,20,30,45,640,750,860,Yes,No,0,depends,12,16,22,0,0,0,0,0,0,10,15,15,2,3,4,2,2.5,3,0.9,1,1.15,"Large media console, heavy and potentially bulky.",32:58.8,32:58.8
516,small gold candlestick holder,"candlestick holder, small candlestick",0.5,0.7,1,2,3,5,No,Yes,15,yes,3,3,3,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.9,1,1.1,"Small decorative item, light, stackable.",33:53.1,33:53.1
517,large sunburst wall clock,"wall clock, sunburst clock, large clock",2,3,4,10,15,20,No,No,0,yes,4,6,8,0,0,0,4,4,4,0,0,0,0.5,1,1.5,0.5,1,1,0.95,1,1.15,"Large, fragile wall decor. Awkward shape, requires careful handling.",33:53.1,33:53.1
518,blue accent armchair,"accent chair, armchair, small armchair",8,10,12,30,40,50,No,No,0,yes,6,8,10,0,0,0,0,0,0,0,0,0,1,1.5,2,1,1,1.5,0.9,1,1.1,"Standard accent armchair. One-person lift, not stackable.",33:53.1,33:53.1
519,large media console cabinet,"media console, tv stand, entertainment cabinet, large tv console",20,30,40,80,120,160,Yes,No,0,depends,10,14,18,6,6,6,6,6,6,0,10,10,2,3,4,1.5,2,2.5,0.95,1.05,1.2,"Large, heavy media console. Requires two people, potentially bulky.",33:53.1,33:53.1
520,chaise lounge,"lounge chair, recliner",25.5,30,34.5,85,100,115,Yes,No,0,depends,9,10,12,0,2,4,4,6,8,0,0,0,1,2,3,1,2,3,0.9,1,1.1,Similar to large armchair/small sofa. Bulky and long.,35:26.4,35:26.4
521,potted plant,"plant, pot",3,6,10,20,40,80,Yes,No,0,depends,4,7,12,0,0,0,0,0,4,0,0,0,0.5,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Fragile, careful handling, can be heavy/bulky for large sizes.",39:19.2,39:19.2
522,artwork,"painting, picture, framed art, canvas",2,4,8,10,25,45,Yes,No,0,depends,4,7,12,0,0,0,0,0,4,0,0,0,0.5,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Fragile, careful handling, can be bulky for large sizes.",39:19.2,39:19.2
523,large coffee table trunk,"coffee table trunk, trunk coffee table",25.5,30,34.5,95,110,125,Yes,No,0,depends,9,10,12,0,0,0,4,5,6,0,0,0,1,2,3,1,1,1,0.9,1,1.1,"Large coffee table with trunk features. Bulky, moderate weight.",33:42.3,33:42.3
524,large decorative trunk cabinet,"large trunk,decorative trunk,storage trunk",10,25,45,50,125,225,Yes,No,0,depends,7,11,19,0,0,0,0,0,0,0,0,10,0.5,1.5,3,0.5,1,2,0.9,1,1.1,"Large decorative trunk cabinet, similar to a dresser/chest. Heavy for L size.",04:50.9,04:50.9
525,large decorative storage trunk,"trunk, storage trunk, decorative trunk",21.25,25,28.75,70,80,90,Yes,Yes,15,depends,10,12,14,0,0,0,5,6,7,0,0,0,1,2,3,1,1,2,0.9,1,1.1,"Large trunk, decorative, potentially bulky.",11:39.0,11:39.0
526,large decorative trunk table,"large trunk table, decorative trunk table, storage trunk table",17,20,23,130,150,175,Yes,No,0,depends,8,11,14,0,0,0,4,6,8,8,10,12,1.5,2.5,3.5,1,1.5,2.5,0.9,1,1.15,"Trunk table, estimated as heavy coffee table with storage. 'Large' in name defines the typical (M) size.",53:05.1,53:05.1
527,large storage chest,"chest, trunk, storage box",29.75,35,40.25,100,120,140,Yes,No,0,depends,10,12,14,0,0,0,5,6,7,0,0,0,1,2,3,1,1,2,0.9,1,1.1,"Large, bulky item. Similar to a trunk.",55:28.4,55:28.4
528,large armchair,"oversized chair, lounge chair",10,15,20,50,60,70,Yes,No,0,depends,10,12,15,0,0,0,0,5,8,0,0,0,1,2,3,1,2,2,0.9,1,1.1,"Mapped to chair archetype, adjusted for large size and bulk.",48:21.3,48:21.3
529,long cabinet,"sideboard, credenza, console cabinet",25,30,35,65,75,85,Yes,No,0,depends,12,14,16,3,4,5,0,6,9,0,0,0,1,2,3,1,2,2,0.9,1,1.15,"Mapped to dresser archetype, adjusted for length and bulk.",48:21.3,48:21.3
530,small cabinet,"nightstand, small storage unit",13,15,17,40,45,50,No,No,0,yes,6,8,10,0,2,3,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1,0.85,0.95,1.05,"Mapped to dresser archetype, adjusted for small size.",48:21.3,48:21.3
531,string,"generic item, unknown item",5,8,10,125,200,250,Yes,No,0,depends,5,8,12,0,0,0,0,0,0,0,10,12,1,2,3,1,2,3,0.9,1,1.1,"Generic item, estimated based on a heavy chair archetype.",04:35.5,04:35.5
532,side table,"end table, nightstand",4,6,9,20,25,30,No,No,0,yes,4,6,8,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1,0.9,1,1.1,"Small furniture, similar to small chair archetype.",48:53.3,48:53.3
533,chandelier,"light fixture, hanging lamp",3,6,12,25,30,35,Yes,No,0,depends,6,10,15,0,0,0,2,4,6,0,0,0,1,1.5,2.5,1,1.5,2,0.95,1.05,1.15,"Fragile, awkward item. Base time and adders adjusted for fragility.",48:53.3,48:53.3
534,long media console,"tv stand, entertainment center, tv console, media cabinet",30,35,40,95,110,125,Yes,No,0,depends,10,11,12,0,1,2,4,6,8,0,0,0,1,2,3,1,1,2,0.9,1,1.1,"Long console, similar to large dresser/cabinet, awkward to move due to length.",39:26.3,39:26.3
535,arched floor lamp,"floor lamp, arc lamp",7,8,10,30,35,40,Yes,No,0,depends,5,8,12,1,1,2,4,6,8,0,0,0,1,2,3,1,1,2,0.9,1,1.1,"Tall, awkward item with heavy base. Fragile shade. Not stackable.",41:05.4,41:05.4
536,large wooden bench,"bench, wooden bench",6,9,12,90,135,180,Yes,No,0,depends,5,8,12,0,0,0,0,2,4,0,0,5,0.5,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Mapped to bench archetype, adjusted for 'large' and 'wooden'.",42:34.5,42:34.5
537,metal table lamp,"lamp, table lamp, metal lamp",1.5,2,2.5,10,15,20,No,No,0,yes,5,6,7,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Small, fragile metal lamp. Low volume/weight. No disassembly.",50:36.6,50:36.6
538,wooden outdoor bench,"outdoor bench, wood bench, garden bench",15.3,18,20.7,155,180,210,Yes,No,0,depends,6,8,12,0,0,0,4,6,8,5,10,15,1,1.5,2,0.5,1,1.5,0.9,1,1.1,"Outdoor bench, solid wood construction. Heavy item.",44:32.1,44:32.1
539,small gold candle holder,"candle holder small, gold candle holder",0.2,0.2,0.2,5,5,5,No,Yes,15,yes,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1,1.1,"Small decorative item, light and stackable.",00:58.8,00:58.8
540,small gold decorative object,"decorative object small, gold decorative item",0.3,0.3,0.3,5,5,5,No,Yes,15,yes,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1,1.1,"Small decorative item, light and stackable.",00:58.8,00:58.8
541,medium sunburst wall clock,"wall clock sunburst, decorative wall clock",2,3,4,10,15,20,No,No,0,yes,4,6,8,0,0,0,2,3,4,0,0,0,0.5,1,1.5,0.5,1,1.5,0.95,1,1.15,"Medium wall clock, potentially fragile and awkward shape.",00:58.8,00:58.8
542,medium marble coffee table,"coffee table marble, marble top table",8,12,16,120,180,240,Yes,No,0,yes,8,12,16,5,8,10,0,0,0,10,15,20,2,3,4,1,2,3,0.95,1.05,1.2,"Medium coffee table with heavy marble top, likely requires disassembly.",00:58.8,00:58.8
543,2 drawer black dresser,"two drawer dresser, small black dresser",8,12,16,60,80,100,Yes,No,0,yes,8,10,12,0,0,0,0,0,0,0,0,0,1.5,2,2.5,1,1.5,2,0.9,1,1.15,"Small dresser, likely requires two people due to bulk.",00:58.8,00:58.8
544,medium patterned area rug,"area rug medium, patterned rug",5,8,12,20,30,40,No,Yes,20,yes,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.95,1.05,"Medium area rug, flexible and stackable.",00:58.8,00:58.8
545,medium media console,"tv stand medium, entertainment console",10,15,20,70,90,110,Yes,No,0,yes,8,10,12,3,5,7,0,0,0,0,0,0,1.5,2,2.5,1,1.5,2,0.9,1,1.15,"Medium media console, often bulky and may have shelves.",00:58.8,00:58.8
546,test,test item,1.5,2.5,4,15,25,40,No,Yes,20,yes,3,4,5,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0.9,1,1.1,"Generic small item, assumed stackable and light.",48:15.2,48:15.2
